species,longitude,latitude,publication,source,country,year
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,10.40275,0.62325,Bell et al. 2011,Bdmaps,Gabon,2009
Bd,11.585,7.329972,Reeder et al. 2011,Lit Review,Nigeria,2009
Bd,11.585,7.329972,Reeder et al. 2011,Lit Review,Nigeria,2009
Bd,11.585,7.329972,Reeder et al. 2011,Lit Review,Nigeria,2009
Bd,-6.02924801,35.038109,El Mouden et al 2011,Lit Review,Morocco,2009
Bd,28.2408,-29.6022,"Mark-Oliver Roedel, unpub.",Bdmaps,Lesotho,2010
Bd,15.655,2.138333,Balaz et. al 2012,Lit Review,Cameroon,2010
Bd,12.803,0.511,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.802,0.5,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.796,0.506,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.566,0.294,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.566,0.294,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.796,0.506,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.796,0.506,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,12.573,0.29,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,9.356,-1.814,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,9.568,-1.892,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,9.568,-1.892,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,9.579,-1.891,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,9.356,-1.814,Hydeman et al 2017,Lit Review,Gabon,2010
Bd,29.62839983,-3.941079833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61846,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61682,-3.928609833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.66083,-3.93548,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.66083,-3.93548,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.48445,-3.06974,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61846,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62839983,-3.941079833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61805,-3.932551389,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,30.14681,-4.0108,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.60686,-3.944459833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.60686,-3.94446,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.48445,-3.06974,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62832,-3.94106,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62850983,-3.943229833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62839983,-3.941079833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.66083,-3.93548,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61908,-3.933079833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61845983,-3.93189,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62832,-3.94196,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4828,-3.06884,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6189,-3.9344,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4828,-3.06884,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62850983,-3.943229833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27310983,-3.343039833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62839983,-3.941079833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27305,-3.349639833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62736983,-3.946779833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6078,-3.97285,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.47471,-4.0138,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6078,-3.97285,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27310983,-3.343039833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62736983,-3.946779833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62736983,-3.946779833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61908,-3.94827,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6078,-3.97285,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62687983,-3.947859833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27310983,-3.343039833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62828,-3.94328,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.61908,-3.94827,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.27310983,-3.343039833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62850983,-3.943229833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.72483,-3.29342,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62831983,-3.948269833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62687983,-3.947859833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6078,-3.97285,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62687983,-3.947859833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6078,-3.97285,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.6147,-3.9534,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.62736983,-3.946779833,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,29.4743,-4.01368,"Blackburn Lab, Vredenburg Lab",Sonia,Burundi,2011
Bd,12.20451667,4.604166667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.04236667,6.965033333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.05108333,6.23065,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.22541667,4.61155,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.27026667,6.01425,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.0397,5.967716667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.22541667,4.61155,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.61586667,5.108883333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.03513333,6.33595,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.0397,5.967716667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.22541667,4.61155,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.16126667,5.909016667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.20451667,4.604166667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.0397,5.967716667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.70485,5.5519,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.16126667,5.909016667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.27026667,6.01425,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.27026667,6.01425,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.45953333,6.202,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.20635,4.609116667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,11.49563333,3.85955,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.0397,5.967716667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.16126667,5.909016667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.22541667,4.61155,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.03513333,6.33595,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.16126667,5.909016667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.0397,5.967716667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.16126667,5.909016667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.15853333,5.855733333,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,12.20635,4.609116667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,10.75998333,6.548616667,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2011
Bd,29.09521,-4.10701,"Blackburn Lab, Vredenburg Lab",Sonia,Democratic Republic of the Congo,2011
Bd,28.93287,-4.37381,"Blackburn Lab, Vredenburg Lab",Sonia,Democratic Republic of the Congo,2011
Bd,37.2511,-3.1808,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2511,-3.1808,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2511,-3.1808,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2511,-3.1808,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.5175,-3.2018,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2657,-3.094,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2657,-3.094,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2657,-3.094,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2667,-3.0967,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,37.2667,-3.0967,Zancolli et al 2013,Lit Review,Tanzania,2011
Bd,12.298,-0.226,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.298,-0.226,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.291,-0.039,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.298,-0.226,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.185,-0.189,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.185,-0.189,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.185,-0.189,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.291,-0.039,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,12.291,-0.039,Hydeman et al 2017,Lit Review,Gabon,2011
Bd,6.549,0.316,Hydeman et al 2017,Lit Review,Sao Tome and Principe,2011
Bd,6.61875,0.30585,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.61875,0.30585,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.61875,0.30585,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.6173,0.30818,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.6173,0.30818,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.61307,0.28821,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.62404,0.28848,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.63805,0.29613,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.59808,0.28145,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.59808,0.28145,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.73228,0.30234,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.73228,0.30234,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.73228,0.30234,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.57027,0.28638,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.60412,0.27568,Hydeman푘t al. 2013,Lit Review,Sao Tome and Principe,2012
Bd,6.63,0.254,Hydeman et al 2017,Lit Review,Sao Tome and Principe,2012
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.866088889,4.9538,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.0234,2.6106,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.668599833,4.9606,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,14.03115,2.6445,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.695629833,4.947809833,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,13.90334,2.90072,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,11.97633,2.93994,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.066349833,4.32228,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.6751,4.96335,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
Bd,9.771829833,4.84975,"Blackburn Lab, Vredenburg Lab",Sonia,Cameroon,2013
