species,longitude,latitude,publication,source,country,year
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,5.259689,6.267423,Imasuen et al. 2011,Lit Review,Nigeria,2007-2008
Bd,10.458508,6.202236,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459749,6.203955,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459732,6.209349,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459732,6.209349,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459732,6.209349,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459732,6.209349,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.460485,6.201228,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.460485,6.201228,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.460485,6.201228,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459732,6.209349,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.460485,6.201228,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.393912,6.212161,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.506697,6.245663,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459617,6.212717,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,10.459617,6.212717,Hirschfeld et al. 2016,Lit Review,Cameroon,2008
Bd,9.808333333,5.040611111,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.810694444,5.030694444,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.871166667,4.959444444,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.869027778,4.955722222,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.879388889,4.947305556,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.865611111,5.067638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.865611111,5.067638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.865611111,5.067638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.865611111,5.067638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.865611111,5.067638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.85525,5.040638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.85525,5.040638889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.768277778,5.012916667,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.768277778,5.012916667,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.77525,5.00875,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.864472222,4.859333333,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.764777778,5.024333333,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.77425,5.038166667,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.77425,5.038166667,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.823416667,5.014388889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.823416667,5.014388889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.823416667,5.014388889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
Bd,9.823416667,5.014388889,Hirschfeld et al. 2016,Lit Review,Cameroon,2011
