"","bio_1","bio_2","bio_3","bio_4","bio_7","bio_14","bio_15","bio_18","bio_19","Built2009","crop2005","NavWat2009","Pastur2009","Popden2010","Railways","Roads","HFP2009","pet_he_yr","aet_yr","perren_str","interm_str","dams","canals","perren_wb","interm_wb","dry_salt_f","ocean_sea","prelim_ric","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"4130",193,123,91,234,134,43,32,370,217,0,0,0,0,6,0,0.254134,6.25413,1602,1114,28360.3,229603,5248280,1739660,20941.8,88494.5,1188240,1188240,25,-1.60544496336437,2.26280060405259,0.339028207380997,-0.0584127387828681,0.450523611568306,-0.116862163601966,0.161201086651367
"4131",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4132",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4133",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4134",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4135",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4136",190,122,92,185,132,43,32,307,423,0,0,0,0,6,0,0.25101,6.25101,1586,1133,28429.1,230395,5248860,1738410,19611.2,88796.3,1188020,1188020,28,-1.45440509081273,2.27292085167662,0.425713286786387,-0.300761489470203,0.865634924666597,-0.078072184445554,0.12092899193062
"4137",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4138",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4139",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4140",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4141",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4142",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4143",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29017.9,230239,5248570,1738180,18983.5,88378,1187390,1187390,28,-1.54543024355837,2.24355434693313,0.337767733130879,-0.130906277272913,0.453685033101474,-0.127041347398345,0.169684897806649
"4144",191,122,91,201,133,42,32,302,195,0,0,0,0,6,0,0.250512,6.25051,1594,1119,29136.8,229988,5248350,1738450,19179.6,88187.3,1187290,1187290,32,-1.58244872309381,2.1988329865852,0.572463028736431,-0.165938135949356,0.757871904189566,0.00644831693183509,0.10285602339344
"4145",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29272.5,230023,5248340,1738300,18934.2,88125.8,1187140,1187140,32,-1.48168881806748,2.22254192927993,0.318167899576675,-0.152357299616547,0.458533482405022,-0.0885233124381641,0.182132427513484
"4146",193,122,91,198,134,42,33,374,193,0,0,0,0,6,0,0.250512,6.25051,1593,1123,29272.5,230023,5248340,1738300,18934.2,88125.8,1187140,1187140,32,-1.48168881806748,2.22254192927993,0.318167899576675,-0.152357299616547,0.458533482405022,-0.0885233124381641,0.182132427513484
"4147",176,120,90,192,132,41,33,344,208,0,0,0,0,6,0,0.25133,6.25133,1519,1165,28234.6,227541,5246130,1741110,21158.5,86336.2,1186310,1186310,27,-1.57792627244817,2.16671268165855,0.292707934942098,-0.574544607149126,0.454666195471761,-0.127553720908062,0.135636687973662
"4148",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4149",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4150",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4151",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4152",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4153",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4154",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4155",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4156",163,116,89,213,129,37,35,362,202,0,0,0,0,6,0,0.250013,6.25001,1437,1189,28614.9,227803,5245620,1738860,17340.1,85017.6,1183570,1183570,32,-1.42261717253315,1.95188456639002,0.210938660606454,-1.16027881244502,0.296470303527522,-0.232562434901823,0.161141171604231
"4157",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"4158",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"4159",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"4160",192,123,91,233,135,39,34,286,204,0,0,0,0,6,0,0.250124,6.25012,1598,1075,22644.9,221925,5240130,1744700,21892.4,80137.8,1180490,1180490,32,-1.69484491001204,2.03514645966043,0.700327964618996,-0.117020148243976,0.745148206766148,0.334825123439324,0.0922190230768234
"4161",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.25006,6.25006,1587,1081,22562.9,221806,5239910,1744550,21569.9,79817.4,1180020,1180020,32,-1.70152693080162,2.03709567882318,0.661454140285006,-0.178517335073018,0.724096615812132,0.315501104253191,0.0936462029686189
"4162",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4163",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4164",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4165",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4166",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4167",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4168",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4169",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4170",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4171",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4172",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4173",190,123,91,229,135,39,34,289,203,0,0,0,0,6,0,0.250124,6.25012,1587,1081,22258.8,221501,5239610,1744810,21769.7,79534.7,1179810,1179810,32,-1.70254209669443,2.03878441584826,0.658564701395593,-0.175024829371404,0.720427357707165,0.327632713179047,0.0950495025856485
"4174",198,123,91,211,135,38,34,263,202,0,0,0,0,7,0,0.25101,7.25101,1633,1036,18246.4,217388,5236470,1750830,28198.5,77826.1,1180420,1180420,29,-1.88864038892988,1.91669084715601,0.782430649722588,0.107527313945626,1.0444758676463,0.636176620755585,0.249330585392944
"4175",198,123,91,211,135,38,34,263,202,0,0,0,0,7,0,0.25101,7.25101,1633,1036,18246.4,217388,5236470,1750830,28198.5,77826.1,1180420,1180420,29,-1.88864038892988,1.91669084715601,0.782430649722588,0.107527313945626,1.0444758676463,0.636176620755585,0.249330585392944
"4176",198,123,91,211,135,38,34,263,202,0,0,0,0,7,0,0.25101,7.25101,1633,1036,18246.4,217388,5236470,1750830,28198.5,77826.1,1180420,1180420,29,-1.88864038892988,1.91669084715601,0.782430649722588,0.107527313945626,1.0444758676463,0.636176620755585,0.249330585392944
"4177",198,123,91,211,135,38,34,263,202,0,0,0,0,7,0,0.25101,7.25101,1633,1036,18246.4,217388,5236470,1750830,28198.5,77826.1,1180420,1180420,29,-1.88864038892988,1.91669084715601,0.782430649722588,0.107527313945626,1.0444758676463,0.636176620755585,0.249330585392944
"4178",202,124,91,199,135,36,35,248,196,0,0,0,0,7,0,0.250063,7.25006,1649,1005,14019,212940,5232240,1755140,31915.3,74265.4,1177920,1177920,29,-1.93680222272677,1.87386866054757,0.915042071074419,0.238441763321084,1.08158761769285,0.918848158519215,0.253734311395672
"4179",202,124,91,199,135,36,35,248,196,0,0,0,0,7,0,0.250063,7.25006,1649,1005,14019,212940,5232240,1755140,31915.3,74265.4,1177920,1177920,29,-1.93680222272677,1.87386866054757,0.915042071074419,0.238441763321084,1.08158761769285,0.918848158519215,0.253734311395672
"4180",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"4181",156,115,89,224,128,30,38,341,188,0,0,0,0,6,0,0.250028,6.25003,1399,1120,24323.4,222884,5238450,1738300,14273.6,76720.5,1172330,1172330,36,-1.51106140745086,1.63705125528985,0.461887290531623,-1.5402319691383,0.350166879118813,0.0187691370719506,0.143670426375731
"4182",159,116,89,250,130,29,38,334,183,0,0,0,0,6,0,0.250028,6.25003,1421,1105,24320.2,222719,5238090,1738090,14217.9,76309.4,1171610,1171610,36,-1.5623618105752,1.58461336895051,0.543708035833823,-1.40865268692891,0.381226143240595,0.055789675508635,0.126890399399725
"4183",154,114,89,247,128,30,38,335,188,0,0,0,0,7,0,0.250015,7.25001,1385,1111,21477.7,220012,5235700,1740940,17073.2,74039.2,1170510,1170510,36,-1.64939624466098,1.46702756856913,0.3556879239306,-1.61729952837424,0.529570025974434,0.129445744815309,0.308671996539376
"4184",154,114,89,247,128,30,38,335,188,0,0,0,0,7,0,0.250015,7.25001,1385,1111,21477.7,220012,5235700,1740940,17073.2,74039.2,1170510,1170510,36,-1.64939624466098,1.46702756856913,0.3556879239306,-1.61729952837424,0.529570025974434,0.129445744815309,0.308671996539376
"4185",154,114,89,247,128,30,38,335,188,0,0,0,0,7,0,0.250015,7.25001,1385,1111,21477.7,220012,5235700,1740940,17073.2,74039.2,1170510,1170510,36,-1.64939624466098,1.46702756856913,0.3556879239306,-1.61729952837424,0.529570025974434,0.129445744815309,0.308671996539376
"4186",154,114,89,247,128,30,38,335,188,0,0,0,0,7,0,0.250015,7.25001,1385,1111,21477.7,220012,5235700,1740940,17073.2,74039.2,1170510,1170510,36,-1.64939624466098,1.46702756856913,0.3556879239306,-1.61729952837424,0.529570025974434,0.129445744815309,0.308671996539376
"4187",152,114,89,233,127,31,38,344,192,0,0,0,0,7,0,0.250015,7.25001,1374,1128,20659.5,219146,5234820,1741660,17878.2,73173.4,1169830,1169830,35,-1.63702535966349,1.5273360020451,0.257444055496152,-1.6552599380083,0.478404547384482,0.118646368110874,0.322793335378675
"4188",188,119,83,390,142,50,41,397,272,0,0,0,0,8,0,4,12,1565,1242,18917.9,130691,5108480,1938490,42241.9,166193,1167590,1167590,30,-1.24710832427103,0.715529758547998,-0.937128758158983,0.566625430537119,0.306431767526867,0.527986323622832,0.584994632384308
"4189",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4190",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4191",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4192",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4193",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4194",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4195",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4196",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4197",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4198",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4199",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4200",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4201",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4202",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4203",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4204",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4205",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4206",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4207",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4208",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4209",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4210",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4211",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4212",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4213",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4214",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4215",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4216",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4217",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4218",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4219",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4220",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4221",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4222",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4223",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
"4224",195,120,84,417,142,54,44,366,347,0,0,0,0,6,0,0.852498,6.8525,1593,1210,8645.71,113332,5102550,1930470,52241.6,149915,1150550,1150550,33,-1.01735047204928,1.41931659342852,-0.453506850549667,0.524010035229127,-0.251926109577751,1.29282733920532,0.116989970479979
