"","bio_1","bio_2","bio_3","bio_4","bio_7","bio_14","bio_15","bio_18","bio_19","Built2009","crop2005","NavWat2009","Pastur2009","Popden2010","Railways","Roads","HFP2009","pet_he_yr","aet_yr","perren_str","interm_str","dams","canals","perren_wb","interm_wb","dry_salt_f","ocean_sea","prelim_ric","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7"
"1",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"2",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"3",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"4",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"5",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"6",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"7",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20848.7,181381,5391180,1449780,21511.9,354680,1173740,1173740,20,-1.80910675176671,-2.23855367666163,2.43169915830441,0.155104939483926,-1.52489816059696,-0.478199931118658,0.674696951092217
"8",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"9",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"10",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"11",240,112,80,335,140,5,59,155,115,0,0,2.28352e-05,0,8,0,8,16,1725,935,15434.8,196124,5370640,1521020,20904.8,272775,1194850,1194850,18,-1.73775707806419,-0.874975319063382,2.45853863032343,1.6206562892593,1.55424649355145,0.441850318660954,0.776382287975554
"12",240,112,80,335,140,5,59,155,115,0,0,2.28352e-05,0,8,0,8,16,1725,935,15434.8,196124,5370640,1521020,20904.8,272775,1194850,1194850,18,-1.73775707806419,-0.874975319063382,2.45853863032343,1.6206562892593,1.55424649355145,0.441850318660954,0.776382287975554
"13",240,112,80,335,140,5,59,155,115,0,0,2.28352e-05,0,8,0,8,16,1725,935,15434.8,196124,5370640,1521020,20904.8,272775,1194850,1194850,18,-1.73775707806419,-0.874975319063382,2.45853863032343,1.6206562892593,1.55424649355145,0.441850318660954,0.776382287975554
"14",240,112,80,335,140,5,59,155,115,0,0,2.28352e-05,0,8,0,8,16,1725,935,15434.8,196124,5370640,1521020,20904.8,272775,1194850,1194850,18,-1.73775707806419,-0.874975319063382,2.45853863032343,1.6206562892593,1.55424649355145,0.441850318660954,0.776382287975554
"15",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38877.7,192814,5409540,1435050,3440.33,365289,1191210,1191210,19,-1.22548968705446,-1.83799879391839,2.94016696907187,0.963286649795741,0.94461821604567,-0.911321247333482,-0.00481386132993641
"16",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38877.7,192814,5409540,1435050,3440.33,365289,1191210,1191210,19,-1.22548968705446,-1.83799879391839,2.94016696907187,0.963286649795741,0.94461821604567,-0.911321247333482,-0.00481386132993641
"17",204,110,80,321,137,8,58,212,148,0,0,0,0,8,0,4,12,1565,1120,24838.2,187135,5361360,1527190,16574.3,267165,1185500,1185500,23,-1.55819965163426,-0.249194590982905,1.91968103262598,0.132328671459493,1.12004536836814,0.0370120391494249,0.561613989755549
"18",194,108,79,370,136,8,57,227,156,0,0,0,0,8,0,4,12,1493,1137,24972.4,186824,5360650,1528040,15842.8,266325,1185080,1185080,24,-1.51549052081393,-0.354338582859956,1.76882059670572,-0.278132533100913,0.938099655325632,-0.094194413207247,0.573208860223876
"19",194,108,79,370,136,8,57,227,156,0,0,0,0,8,0,4,12,1493,1137,25114.7,186620,5360560,1527990,16000.5,266398,1184900,1184900,24,-1.51423479934983,-0.35495613315299,1.76995885816151,-0.277675527545287,0.938182986849715,-0.0936135885647474,0.573487740364628
"20",161,101,80,392,125,8,60,266,181,0,0,0,0,8,0,1.62955,9.62955,1369,1114,24782.5,186269,5360060,1528450,15696.6,265956,1184500,1184500,24,-1.42161952867487,-0.148821720613421,1.72192125807672,-1.62403904041605,0.59455247978031,-0.0729184924349115,0.502062829294418
"21",176,103,79,433,129,8,59,254,171,0,0,0,0,9,0,4,13,1401,1119,11516.2,187931,5353750,1540400,2522.85,253571,1184120,1184120,28,-1.60793688032813,-0.63143192721608,1.39365520821751,-1.06285946732171,0.940613797820582,-0.106315408802598,0.757789420263048
"22",170,102,80,411,126,9,59,262,450,0,7,0,0,9,0,8,24,1373,1113,8500.11,188240,5352230,1543160,64.6496,250732,1183950,1183950,28,-1.79823322230784,-1.98630274682774,-0.566804520245393,-0.894320726805999,1.03722269766792,-0.688595035911102,0.192824836331182
"23",168,102,80,428,126,9,60,263,456,0,7,0,0,9,0,8,24,1367,1110,9040.78,186464,5350890,1543560,1110.73,250460,1182220,1182220,28,-1.7959038674589,-2.03755691537122,-0.569243377117928,-0.937325405068636,1.00923198220263,-0.676321436343521,0.190694588841167
"24",168,102,80,428,126,9,60,263,456,0,7,0,0,9,0,8,24,1367,1110,9040.78,186464,5350890,1543560,1110.73,250460,1182220,1182220,28,-1.7959038674589,-2.03755691537122,-0.569243377117928,-0.937325405068636,1.00923198220263,-0.676321436343521,0.190694588841167
"25",170,102,80,435,126,8,60,260,448,0,0,0,0,9,0,8,17,1375,1111,10036.8,186215,5351260,1542710,1616.49,251344,1182130,1182130,28,-1.36471265142106,-1.19963131961472,0.956363641948713,-0.953344810680741,1.21203775181107,-0.328631694160427,1.03716267395585
"26",168,102,80,439,126,8,60,262,456,0,7,0,0,9,0,8,24,1365,1109,11589.2,185939,5351940,1541330,2907.79,252776,1182100,1182100,28,-1.77390086867514,-2.07052557081665,-0.52195568285289,-0.949359978564321,1.01796825099546,-0.692960141857779,0.19328698055414
"27",155,107,73,645,146,4,65,368,120,0,0,0,1,7,0,8,16,1340,1038,22403.3,183330,5392990,1448990,19381.7,354872,1175920,1175920,20,-1.75952633211629,-2.12257859434365,2.16629005247869,-0.472479570712843,-1.6381308509375,-0.628240089441362,0.749835692470885
"28",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"29",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"30",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"31",170,109,71,690,152,4,65,331,111,0,0,0,1,7,0,8,16,1412,1037,21566.3,182207,5391970,1449310,20658.8,354939,1174610,1174610,20,-1.81307616416321,-2.2480128006146,2.3982322931306,0.0894160239003127,-1.55251874831494,-0.529250434228975,0.676449947756727
"32",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20570.5,181621,5391200,1450760,20955.5,353313,1174470,1174470,20,-1.59639648370197,-1.79217147169157,1.41159940158953,-0.400178549761734,-0.47467914512081,-0.468015278372732,0.704609540020372
"33",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20570.5,181621,5391200,1450760,20955.5,353313,1174470,1174470,20,-1.59639648370197,-1.79217147169157,1.41159940158953,-0.400178549761734,-0.47467914512081,-0.468015278372732,0.704609540020372
"34",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20328.5,181001,5390740,1450430,21778,354009,1173530,1173530,20,-1.81111253534522,-2.23569082556645,2.42652475565645,0.160415058371753,-1.53057389129848,-0.459233302548345,0.676691677070647
"35",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"36",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"37",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"38",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"39",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"40",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"41",211,118,67,928,175,1,71,237,100,0,0,0,0,6,0,8,14,1637,984,6719.08,132642,5343170,1473620,9492.15,351749,1116860,1116860,17,-2.0371335588452,-2.39532676014183,2.22195811231437,1.49357018700934,-0.405959151299645,0.0950818703426559,0.201928757503739
"42",211,118,67,928,175,1,71,237,100,0,0,0,0,6,0,8,14,1637,984,6719.08,132642,5343170,1473620,9492.15,351749,1116860,1116860,17,-2.0371335588452,-2.39532676014183,2.22195811231437,1.49357018700934,-0.405959151299645,0.0950818703426559,0.201928757503739
"43",211,118,67,928,175,1,71,237,100,0,0,0,0,6,0,8,14,1637,984,6719.08,132642,5343170,1473620,9492.15,351749,1116860,1116860,17,-2.0371335588452,-2.39532676014183,2.22195811231437,1.49357018700934,-0.405959151299645,0.0950818703426559,0.201928757503739
"44",209,118,67,929,174,1,71,237,99,0,0,0,0,7,0,8,15,1633,986,5156.59,133288,5343650,1472270,7655.56,353569,1116600,1116600,17,-2.17412521541337,-2.52343407652401,2.08760456433366,1.41612854710788,-0.178665574836029,0.0709563800509665,0.356107856984073
"45",170,109,72,662,150,4,65,328,29,0,0,0,1,7,0,8,16,1415,1036,20261.2,180958,5390690,1450520,21802.7,353912,1173510,1173510,20,-1.8671223462729,-2.13469942109241,2.42350116485908,0.138174663572422,-1.52922734959055,-0.4195054377981,0.694124758402321
"46",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"47",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"48",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"49",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"50",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20504.7,181686,5391200,1451070,20823.8,352897,1174680,1174680,20,-1.59748250856572,-1.79213048668939,1.41063236104627,-0.401128078257216,-0.473983583675602,-0.469018564864688,0.704074430554043
"51",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"52",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"53",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"54",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"55",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"56",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"57",197,109,80,359,136,8,57,222,154,0,0,0,0,8,0,4,12,1516,1136,24998.7,186945,5361270,1527140,16724.5,267238,1185330,1185330,23,-1.5421343282348,-0.26948921576642,1.80052357333886,-0.135786556396106,1.01776591554005,-0.0468188527571323,0.577430031870933
"58",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"59",170,109,72,662,150,4,65,328,29,0,0,0,1,7,0,8,16,1415,1036,20261.2,180958,5390690,1450520,21802.7,353912,1173510,1173510,20,-1.8671223462729,-2.13469942109241,2.42350116485908,0.138174663572422,-1.52922734959055,-0.4195054377981,0.694124758402321
"60",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"61",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"62",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"63",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"64",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20631.9,181708,5391280,1450760,20856.5,353285,1174580,1174580,20,-1.59649122023458,-1.79264560095019,1.41210565484074,-0.401460564584385,-0.473445083651373,-0.471647940471668,0.704061223596165
"65",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"66",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"67",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"68",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"69",211,118,67,928,175,1,71,237,100,0,0,0,0,6,0,8,14,1637,984,6719.08,132642,5343170,1473620,9492.15,351749,1116860,1116860,17,-2.0371335588452,-2.39532676014183,2.22195811231437,1.49357018700934,-0.405959151299645,0.0950818703426559,0.201928757503739
"70",233,103,72,574,143,3,66,240,103,0,0,0.41053,0,7,0,8,15.4105,1620,916,38909.3,192856,5409580,1435040,3406.41,365259,1191250,1191250,19,-1.22549418472024,-1.83818748470692,2.94044574183251,0.962784742225451,0.945118985361338,-0.91285577393399,-0.00502051137268077
"71",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"72",155,107,73,645,146,4,65,368,120,0,0,0,1,7,0,8,16,1340,1038,22403.3,183330,5392990,1448990,19381.8,354872,1175920,1175920,20,-1.75952581869389,-2.12257828376361,2.16629009675832,-0.472478597885783,-1.63813163589019,-0.628238148824079,0.749836121793848
"73",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"74",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"75",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"76",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"77",155,107,73,645,146,4,65,368,120,0,0,0,1,7,0,8,16,1340,1038,22403.3,183330,5392990,1448990,19381.7,354872,1175920,1175920,20,-1.75952633211629,-2.12257859434365,2.16629005247869,-0.472479570712843,-1.6381308509375,-0.628240089441362,0.749835692470885
"78",197,109,80,359,136,8,57,222,154,0,0,0,0,8,0,4,12,1516,1136,24998.7,186945,5361270,1527140,16724.5,267238,1185330,1185330,23,-1.5421343282348,-0.26948921576642,1.80052357333886,-0.135786556396106,1.01776591554005,-0.0468188527571323,0.577430031870933
"79",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"80",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"81",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"82",170,109,72,662,150,4,65,328,29,0,0,0,1,7,0,8,16,1415,1036,20266.8,180966,5390700,1450510,21794.4,353912,1173520,1173520,20,-1.86713107495991,-2.13473531742648,2.42356314927907,0.138065064813991,-1.529124999998,-0.419833032967631,0.69408425527548
"83",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"84",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"85",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"86",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
"87",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20399.6,181030,5390790,1450320,21776.5,354139,1173520,1173520,20,-1.81067649939327,-2.23601437586297,2.42726229524392,0.160021922767349,-1.53007665255096,-0.461084334107358,0.676572017210131
"88",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20747.2,181247,5391060,1449820,21629.9,354685,1173580,1173580,20,-1.80918969012035,-2.23789726005748,2.43079625042626,0.156777889868029,-1.52656083925216,-0.473078395651756,0.675391347643413
"89",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"90",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"91",170,109,72,662,150,4,65,328,29,0,0,0,1,7,0,8,16,1415,1036,20261.2,180958,5390690,1450520,21802.7,353912,1173510,1173510,20,-1.8671223462729,-2.13469942109241,2.42350116485908,0.138174663572422,-1.52922734959055,-0.4195054377981,0.694124758402321
"92",170,110,72,673,152,3,66,324,26,0,0,0,1,7,0,8,16,1409,1032,17038,177370,5387210,1452860,25457.2,352438,1169870,1169870,20,-1.91696101899619,-2.18465075120031,2.41988913780202,0.190078383781445,-1.58817938370868,-0.242479653389256,0.699036256090375
"93",172,109,71,689,152,4,65,324,112,0,0,0,1,7,0,8,16,1420,1037,20423,181056,5390810,1450300,21750.4,354151,1173540,1173540,20,-1.81065816466343,-2.23617308679095,2.42747916520255,0.159647017882502,-1.52970789146398,-0.462234261911909,0.676417993193729
"94",247,102,74,502,137,3,63,112,91,0,0,0,0,0,0,0,0,1672,767,65.0727,208673,5396150,1488820,1062.43,304977,1209290,1209290,16,-0.895272680993582,0.522361961627909,4.62439827333809,0.423236667443982,-0.79273184899782,0.878618567070968,-1.07878639610415
"95",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"96",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"97",163,108,72,697,149,4,65,348,113,0,0,0,0,7,0,8,15,1368,1041,20553.2,181640,5391200,1450840,20917.1,353202,1174520,1174520,20,-1.59670746140909,-1.79216954803451,1.41134526143295,-0.400463053253024,-0.474470022430006,-0.468359616840624,0.704452571276212
"98",167,109,73,638,149,4,65,337,110,0,0,0,0,7,0,8,15,1400,1037,20669.9,181690,5391290,1450630,20905,353459,1174500,1174500,20,-1.61903749858188,-1.67771962048529,1.47116855881956,-0.236487011485416,-0.325217707669186,-0.394499907006957,0.703278050535288
"99",193,113,77,386,145,5,60,171,114,0,0,0,1,8,0,4,13,1533,1010,13661.3,158413,5348530,1518100,42866.6,281961,1158940,1158940,18,-2.15517763815237,-1.08951401149768,3.05101552858941,0.439562339885864,-0.396331427735583,0.879210300361113,0.563808797518637
"100",165,108,72,682,149,4,65,343,111,0,0,0,1,7,0,8,16,1389,1042,22299.8,182863,5392670,1448570,20032.5,355610,1175140,1175140,20,-1.77480726494204,-2.18243622105734,2.32435445752794,-0.10376017709517,-1.5623450219899,-0.577839042647052,0.706164164538116
